1.510040981145266414e-09,1.479763200862294070e-09,1.503767887989226892e-09,1.477905353652886333e-09,1.478357214423908772e-09,1.496039514492508715e-09,1.477764577373363863e-09,1.489769974050147994e-09,1.501903823530881255e-09,1.490360057587736264e-09,1.510039870922241789e-09,1.497761470403702333e-09,1.491769707762102826e-09,1.473905664184371744e-09,1.486357925628567500e-09,1.484040335064662486e-09,1.485763401198880729e-09,1.473771216176089638e-09,1.481906375389030472e-09,1.500361168638164600e-09,1.502039714829095374e-09,1.481764044797273527e-09,1.495769064163710027e-09,1.489904533080732563e-09,1.484358524983520056e-09,1.476039068748491445e-09,1.473765331994059125e-09,1.461774257194292659e-09,1.449907194306376823e-09,1.444348862733590977e-09,1.430037754879265322e-09,1.421773587750863044e-09,1.409782290906491653e-09,1.409909744509718621e-09,1.390334736228737711e-09,1.378037461918779627e-09,1.361783130704452560e-09,1.345791034168541955e-09,1.329914844916402217e-09,1.320318965269962064e-09,1.306034502768227412e-09,1.309791386461256479e-09,1.309797714732496843e-09,1.303916530304150001e-09,1.296313167920004616e-09,1.308034569547089632e-09,1.307791763771604110e-09,1.317796538558013708e-09,1.319915510222813282e-09,1.318317455201167832e-09,1.330036081270691284e-09,1.345785705098023755e-09,1.311797448444451675e-09,1.335914379119174100e-09,1.332320809233067394e-09,1.296035279096940940e-09,1.305791141881229578e-09,1.313797182156406507e-09,1.303916530304150001e-09,1.312317032819976248e-09,1.296034279896218777e-09,1.287794870741265640e-09,1.289800821702158373e-09,1.289917395119744015e-09,1.280309303020032985e-09,1.298034235652778534e-09,1.283795625361960902e-09,1.297799534505372776e-09,1.301916685569892707e-09,1.302313590301196200e-09,1.306035390946647112e-09,1.315789477374096350e-09,1.331794341474790144e-09,1.301917684770614869e-09,1.310315522751182016e-09,1.298034235652778534e-09,1.309791386461256479e-09,1.311797448444451675e-09,1.303916530304150001e-09,1.298313678788076686e-09,1.306034502768227412e-09,1.307791763771604110e-09,1.329794718785137775e-09,1.309671926463806813e-09,1.320555997885719535e-09,1.319673037514235148e-09,1.330975885061036479e-09
1.490039314155922057e-09,1.495761736691747501e-09,1.485770617648540792e-09,1.497904023040064203e-09,1.486359035851592125e-09,1.474038890947326763e-09,1.493762114002095132e-09,1.477771793823023927e-09,1.485904843612217974e-09,1.466353150014754192e-09,1.484040335064662486e-09,1.475763844460686869e-09,1.467773458330157155e-09,1.471906929673139075e-09,1.458351106542465914e-09,1.474038890947326763e-09,1.473765331994059125e-09,1.477771793823023927e-09,1.491904488837292320e-09,1.492360568455808334e-09,1.486039180598197618e-09,1.483763778509228359e-09,1.475772171133371558e-09,1.485904843612217974e-09,1.482356903892423361e-09,1.466039845077204973e-09,1.475765065706013957e-09,1.435778274050392156e-09,1.451907039040634118e-09,1.444347752510566352e-09,1.426037621321540882e-09,1.433771656955684648e-09,1.421780471133615720e-09,1.405909944018901570e-09,1.368330559969876958e-09,1.372036151359168343e-09,1.367782220818014594e-09,1.333793964164442514e-09,1.343913980100808203e-09,1.302314589501918363e-09,1.302034369210502973e-09,1.289794604453220472e-09,1.295799911815720407e-09,1.293917195610561066e-09,1.296312057696979991e-09,1.286034945202629842e-09,1.327788545779640117e-09,1.299798269016605445e-09,1.321916465180095202e-09,1.330320298364995324e-09,1.330036081270691284e-09,1.329787280290872786e-09,1.317796538558013708e-09,1.319915510222813282e-09,1.318318565424192457e-09,1.320034859197960486e-09,1.301792673658042077e-09,1.301799001929282440e-09,1.311916020263481641e-09,1.312317032819976248e-09,1.306034502768227412e-09,1.299793050968389707e-09,1.299799268217327608e-09,1.275918370957640491e-09,1.296312057696979991e-09,1.292035145539216501e-09,1.299792051767667544e-09,1.311797448444451675e-09,1.305916375038407296e-09,1.304315100369990432e-09,1.336035282406555780e-09,1.331787902181247318e-09,1.311797448444451675e-09,1.319915510222813282e-09,1.326320386851875810e-09,1.312034592082511608e-09,1.315790476574818513e-09,1.305798469353192104e-09,1.289917395119744015e-09,1.318317455201167832e-09,1.296035279096940940e-09,1.301792673658042077e-09,1.311796338221427050e-09,1.321670106690930879e-09,1.316846520715841962e-09,1.299053087322477040e-09,1.324673370994844390e-09
1.516041181481853073e-09,1.493762114002095132e-09,1.495767842918382939e-09,1.505904734244722931e-09,1.482356903892423361e-09,1.474038890947326763e-09,1.489762757600487930e-09,1.493769330451755195e-09,1.457906573243406001e-09,1.472355681819692563e-09,1.472038824168464544e-09,1.459767529077282688e-09,1.469772969997507062e-09,1.459906528999965758e-09,1.454350195828624237e-09,1.452039377625169436e-09,1.459767529077282688e-09,1.479771527534978759e-09,1.477905353652886333e-09,1.472354460574365476e-09,1.476039068748491445e-09,1.503760560517264366e-09,1.485770617648540792e-09,1.477905353652886333e-09,1.468354771105850887e-09,1.486039180598197618e-09,1.443770103470853883e-09,1.453775544391078256e-09,1.445907393815559772e-09,1.440348063042051763e-09,1.440038088773576419e-09,1.419773854038908212e-09,1.413781758330401317e-09,1.395910609325312635e-09,1.380332292910679826e-09,1.374037328361055188e-09,1.353783418700515995e-09,1.339793165300307010e-09,1.313915864997738936e-09,1.298313678788076686e-09,1.306034502768227412e-09,1.287794870741265640e-09,1.287801199012506004e-09,1.297916885079075655e-09,1.308316122106134571e-09,1.318034792419098267e-09,1.301792673658042077e-09,1.321795894959620910e-09,1.309916064506921884e-09,1.324318876783081578e-09,1.332036259071855966e-09,1.325788812067685285e-09,1.331793231251765519e-09,1.313915864997738936e-09,1.340323851906077834e-09,1.320034859197960486e-09,1.315790476574818513e-09,1.319796161247666078e-09,1.311916020263481641e-09,1.318318565424192457e-09,1.300034302431640754e-09,1.301792673658042077e-09,1.301799001929282440e-09,1.291917239854001309e-09,1.296312057696979991e-09,1.296035279096940940e-09,1.299793050968389707e-09,1.335792698675675183e-09,1.331914689650659511e-09,1.338323341038005765e-09,1.346035505278564415e-09,1.339786614984461721e-09,1.343792521701914211e-09,1.331914689650659511e-09,1.336322830169933695e-09,1.316034725640236047e-09,1.321789566688380546e-09,1.301799001929282440e-09,1.315915709731996230e-09,1.298312568565052061e-09,1.288034900959189599e-09,1.311791120173211311e-09,1.313796071933381882e-09,1.305674124374434086e-09,1.313137154568266851e-09,1.302225438593040963e-09,1.314590103440593793e-09
1.470038868411904787e-09,1.483763778509228359e-09,1.483770883936585960e-09,1.471905708427811987e-09,1.482356903892423361e-09,1.468039911856067192e-09,1.467766241880497091e-09,1.481771150224631128e-09,1.463906218468480347e-09,1.480356393024351291e-09,1.460038534517593689e-09,1.473765331994059125e-09,1.437778007762346988e-09,1.459906528999965758e-09,1.456351816919720932e-09,1.448038244866722835e-09,1.457767795365327856e-09,1.457774900792685457e-09,1.479905198387143628e-09,1.474356192687764633e-09,1.498039581271370935e-09,1.473765331994059125e-09,1.493769330451755195e-09,1.473905664184371744e-09,1.476355482310509615e-09,1.468039911856067192e-09,1.473765331994059125e-09,1.465772392350572773e-09,1.443907549081302477e-09,1.440348063042051763e-09,1.416037398449532247e-09,1.407775895856389070e-09,1.407782557194536821e-09,1.389910964100238289e-09,1.370331070837949028e-09,1.358035905951737732e-09,1.343785971386068923e-09,1.343792521701914211e-09,1.333914645407219268e-09,1.292311146983138315e-09,1.290035078760354281e-09,1.287794870741265640e-09,1.285800355077526547e-09,1.285918704851951588e-09,1.294311546828907922e-09,1.284033990245347923e-09,1.295793583544480043e-09,1.305798469353192104e-09,1.313915864997738936e-09,1.326320386851875810e-09,1.330035082069969121e-09,1.327788545779640117e-09,1.317796538558013708e-09,1.321915354957070576e-09,1.336322830169933695e-09,1.334035215627693560e-09,1.321789566688380546e-09,1.313797182156406507e-09,1.321915354957070576e-09,1.308315011883109946e-09,1.298035234853500697e-09,1.293793960854827674e-09,1.309796604509472218e-09,1.293917195610561066e-09,1.294312657051932547e-09,1.286033946001907680e-09,1.297793317256434875e-09,1.307797981020542011e-09,1.325915155447887628e-09,1.354327205937977396e-09,1.342035371720839976e-09,1.355784040590890527e-09,1.343792521701914211e-09,1.349914624526604712e-09,1.344322542173870261e-09,1.326036058735269307e-09,1.319789832976425714e-09,1.309797714732496843e-09,1.299916729813332950e-09,1.308315011883109946e-09,1.300035301632362916e-09,1.313789854684443981e-09,1.283801731588596340e-09,1.309673036686831438e-09,1.318701370323083211e-09,1.303810615027600761e-09,1.312070008196997151e-09
1.462039711519480534e-09,1.467766241880497091e-09,1.461774257194292659e-09,1.473905664184371744e-09,1.470353949706293406e-09,1.458039577961756095e-09,1.465765508967820097e-09,1.455775167080730625e-09,1.453906883774891412e-09,1.450350395337807186e-09,1.440038088773576419e-09,1.429772300554077447e-09,1.433778540338437324e-09,1.449907194306376823e-09,1.434346530437835554e-09,1.446038178087860615e-09,1.453768549986023118e-09,1.449776187989471055e-09,1.459906528999965758e-09,1.466353150014754192e-09,1.456039511182893875e-09,1.471765598282104293e-09,1.467772126062527605e-09,1.467907240204624486e-09,1.470353949706293406e-09,1.454038445203309493e-09,1.457767795365327856e-09,1.441777364163954189e-09,1.455906839531451169e-09,1.420343176405935992e-09,1.414037331670670028e-09,1.399777072030872205e-09,1.397784110679367586e-09,1.375911939938134765e-09,1.376331382196838149e-09,1.346036615501589040e-09,1.341786348696416553e-09,1.323795628671575741e-09,1.305916375038407296e-09,1.302313590301196200e-09,1.290035078760354281e-09,1.277795536047676705e-09,1.277802752497336769e-09,1.273918415201080734e-09,1.300314189656148756e-09,1.298034235652778534e-09,1.295793583544480043e-09,1.303798735641237272e-09,1.311916020263481641e-09,1.318318565424192457e-09,1.332035259871133803e-09,1.315790476574818513e-09,1.331794341474790144e-09,1.331914689650659511e-09,1.332320809233067394e-09,1.322035925177544868e-09,1.347785327787676124e-09,1.291799445191088580e-09,1.301916685569892707e-09,1.314317543688048318e-09,1.308034569547089632e-09,1.307791763771604110e-09,1.303798735641237272e-09,1.301916685569892707e-09,1.298313678788076686e-09,1.308034569547089632e-09,1.311791120173211311e-09,1.329794718785137775e-09,1.339914179609991152e-09,1.356326495560722378e-09,1.356036838373597675e-09,1.381779912712488567e-09,1.363788304509228055e-09,1.363913759711010698e-09,1.346324163264966955e-09,1.346035505278564415e-09,1.329788279491594949e-09,1.319796161247666078e-09,1.307916330794967052e-09,1.294312657051932547e-09,1.308034569547089632e-09,1.317790099264470882e-09,1.283801731588596340e-09,1.309671926463806813e-09,1.316846520715841962e-09,1.305397678841302422e-09,1.293164020310655360e-09
1.446038178087860615e-09,1.433771656955684648e-09,1.453775544391078256e-09,1.443907549081302477e-09,1.448349884469735116e-09,1.444038111308998396e-09,1.441770369758899051e-09,1.441777364163954189e-09,1.431908258631153785e-09,1.444347752510566352e-09,1.426038731544565508e-09,1.443770103470853883e-09,1.425778717312198296e-09,1.447908459795144154e-09,1.436345820060580536e-09,1.442038044530136176e-09,1.453768549986023118e-09,1.461774257194292659e-09,1.451907039040634118e-09,1.472355681819692563e-09,1.468038690610740105e-09,1.467766241880497091e-09,1.479771527534978759e-09,1.475905508918629039e-09,1.440348063042051763e-09,1.474038890947326763e-09,1.465766619190844722e-09,1.425779827535222921e-09,1.449907194306376823e-09,1.434345420214810929e-09,1.408038241557107995e-09,1.405776162144434238e-09,1.391783910342780928e-09,1.383911429897466405e-09,1.374331981551790705e-09,1.334035215627693560e-09,1.339786614984461721e-09,1.329794718785137775e-09,1.305916375038407296e-09,1.286310724601946731e-09,1.290034079559632119e-09,1.277796424226096406e-09,1.275803018785381937e-09,1.271918570466823439e-09,1.294311546828907922e-09,1.300035301632362916e-09,1.301792673658042077e-09,1.309797714732496843e-09,1.313915864997738936e-09,1.322318365915009508e-09,1.338036348386140162e-09,1.327787546578917954e-09,1.335793697876397346e-09,1.337914334875733857e-09,1.340323851906077834e-09,1.324034992755684925e-09,1.325788812067685285e-09,1.325795251361228111e-09,1.333914645407219268e-09,1.324319875983803740e-09,1.328035015291106902e-09,1.309791386461256479e-09,1.313797182156406507e-09,1.311916020263481641e-09,1.314316433465023692e-09,1.322035925177544868e-09,1.323789189378032916e-09,1.337792321365327552e-09,1.341915245589575534e-09,1.350325073978808632e-09,1.374037328361055188e-09,1.379779290822114035e-09,1.341792899012261842e-09,1.367912338956500662e-09,1.348325784356063650e-09,1.338035349185417999e-09,1.317790099264470882e-09,1.327794985073182943e-09,1.313915864997738936e-09,1.300314189656148756e-09,1.302034369210502973e-09,1.299793050968389707e-09,1.299799268217327608e-09,1.301673990816709647e-09,1.300154206518300271e-09,1.308570030111866345e-09,1.298205654087780658e-09
1.438037910972411737e-09,1.423773210440515413e-09,1.435778274050392156e-09,1.429908524919198953e-09,1.446349373601663046e-09,1.444038111308998396e-09,1.427772677864425077e-09,1.439776520228974732e-09,1.411909589243975915e-09,1.430345619723993877e-09,1.422037598786118906e-09,1.433771656955684648e-09,1.433778540338437324e-09,1.435908059121970837e-09,1.430345619723993877e-09,1.430037754879265322e-09,1.447769459872461084e-09,1.437778007762346988e-09,1.467906018959297398e-09,1.448349884469735116e-09,1.462038601296455909e-09,1.459767529077282688e-09,1.477771793823023927e-09,1.457906573243406001e-09,1.458351106542465914e-09,1.452039377625169436e-09,1.459767529077282688e-09,1.433777430115412699e-09,1.443908770326629565e-09,1.422342466028680974e-09,1.412037264891807808e-09,1.409775518546041440e-09,1.391785131588108015e-09,1.387911119365980994e-09,1.352326695069905327e-09,1.362036039509462171e-09,1.333787524870899688e-09,1.325795251361228111e-09,1.315915709731996230e-09,1.290311746338090870e-09,1.294034102095054095e-09,1.287794870741265640e-09,1.283801731588596340e-09,1.285917705651229426e-09,1.294311546828907922e-09,1.296035279096940940e-09,1.299793050968389707e-09,1.319795051024641452e-09,1.309916064506921884e-09,1.342324251751847441e-09,1.346035505278564415e-09,1.335787258582854520e-09,1.349791611815476244e-09,1.325915155447887628e-09,1.334322319301861626e-09,1.328035015291106902e-09,1.315790476574818513e-09,1.323795628671575741e-09,1.323915199691327871e-09,1.312316033619254085e-09,1.320035858398682649e-09,1.295793583544480043e-09,1.303797625418212647e-09,1.313916975220763561e-09,1.316316944333095762e-09,1.326036058735269307e-09,1.323788190177310753e-09,1.327794985073182943e-09,1.351913470060139844e-09,1.376332492419862774e-09,1.368036128823746367e-09,1.367782220818014594e-09,1.385786041474545982e-09,1.363912649487986073e-09,1.358328227674121536e-09,1.340035415964280219e-09,1.319789832976425714e-09,1.321795894959620910e-09,1.309916064506921884e-09,1.284309214533152499e-09,1.284034878423767623e-09,1.281795891650006070e-09,1.269802929471097741e-09,1.293800289126068037e-09,1.289758744249525080e-09,1.292956075538143068e-09,1.287314255193905410e-09
1.410038308335970214e-09,1.421772588550140881e-09,1.417781114732008518e-09,1.423908879694124607e-09,1.424344087119777669e-09,1.418037465228394467e-09,1.417774231349255842e-09,1.413781758330401317e-09,1.413909433978233210e-09,1.422343576251705599e-09,1.406037175577523612e-09,1.417774231349255842e-09,1.423780204845570552e-09,1.429908524919198953e-09,1.436345820060580536e-09,1.430038865102289947e-09,1.423773210440515413e-09,1.431777696403457867e-09,1.437909014079252756e-09,1.462352128278610053e-09,1.454038445203309493e-09,1.455768172675675487e-09,1.445776720565561391e-09,1.439907748590485426e-09,1.456351816919720932e-09,1.454038445203309493e-09,1.449769082562113454e-09,1.449776187989471055e-09,1.439907748590485426e-09,1.440348063042051763e-09,1.408037131334083369e-09,1.407775895856389070e-09,1.391785131588108015e-09,1.383911429897466405e-09,1.368329449746852333e-09,1.348036571258148797e-09,1.325788812067685285e-09,1.319795051024641452e-09,1.319915510222813282e-09,1.302314589501918363e-09,1.284033990245347923e-09,1.289794604453220472e-09,1.291800555414113205e-09,1.271918570466823439e-09,1.298313678788076686e-09,1.308034569547089632e-09,1.303792407369996909e-09,1.315796804846058876e-09,1.333914645407219268e-09,1.332321808433789556e-09,1.348035572057426634e-09,1.349785061499630956e-09,1.321795894959620910e-09,1.331914689650659511e-09,1.344323652396894886e-09,1.336036281607277942e-09,1.309791386461256479e-09,1.333792964963720351e-09,1.313915864997738936e-09,1.322319365115731671e-09,1.324034992755684925e-09,1.311791120173211311e-09,1.321795894959620910e-09,1.319915510222813282e-09,1.336322830169933695e-09,1.316034725640236047e-09,1.339786614984461721e-09,1.327794985073182943e-09,1.343913980100808203e-09,1.366328938878780264e-09,1.384037551233063823e-09,1.375780933621228996e-09,1.389785397876153183e-09,1.385911274631723700e-09,1.350325073978808632e-09,1.352036704815873236e-09,1.337785882071784727e-09,1.329794718785137775e-09,1.315915709731996230e-09,1.296313167920004616e-09,1.288034012780769899e-09,1.287794870741265640e-09,1.295799911815720407e-09,1.305674124374434086e-09,1.277896788387522520e-09,1.303483321279941265e-09,1.276626027113536566e-09
1.390036641346625856e-09,1.413774874947648641e-09,1.403783311815232082e-09,1.401910254550386981e-09,1.404339200483661898e-09,1.400036975240936954e-09,1.415774608659603473e-09,1.413781758330401317e-09,1.399910298793827224e-09,1.392336357319834406e-09,1.416037398449532247e-09,1.413774874947648641e-09,1.405782934504884452e-09,1.411909589243975915e-09,1.410339511842551019e-09,1.420038531207978849e-09,1.417773121126231217e-09,1.435778274050392156e-09,1.417909234469050261e-09,1.440348063042051763e-09,1.458038578761033932e-09,1.433771656955684648e-09,1.435778274050392156e-09,1.433908214387713542e-09,1.430345619723993877e-09,1.446038178087860615e-09,1.439770636046944219e-09,1.445776720565561391e-09,1.417909234469050261e-09,1.428343887610594720e-09,1.396037951906237140e-09,1.387779002826050601e-09,1.369787394622790089e-09,1.371913249670342339e-09,1.342323252551125279e-09,1.352035705615151073e-09,1.319789832976425714e-09,1.337793431588352178e-09,1.311916020263481641e-09,1.304315100369990432e-09,1.296034279896218777e-09,1.303792407369996909e-09,1.285801465300551172e-09,1.283917749894669669e-09,1.292312146183860477e-09,1.314034769883676290e-09,1.319789832976425714e-09,1.325795251361228111e-09,1.335914379119174100e-09,1.354326095714952771e-09,1.332036259071855966e-09,1.341785349495694390e-09,1.331794341474790144e-09,1.335914379119174100e-09,1.334322319301861626e-09,1.318034792419098267e-09,1.305792030059649278e-09,1.329794718785137775e-09,1.305916375038407296e-09,1.320318965269962064e-09,1.312034592082511608e-09,1.305792030059649278e-09,1.323795628671575741e-09,1.303916530304150001e-09,1.312316033619254085e-09,1.322035925177544868e-09,1.331787902181247318e-09,1.353789857994058821e-09,1.339915289833015777e-09,1.364328539033010657e-09,1.360035861708297489e-09,1.371781466197319332e-09,1.379786951360983949e-09,1.373911984181575008e-09,1.370331070837949028e-09,1.350035638836288854e-09,1.341786348696416553e-09,1.317796538558013708e-09,1.319915510222813282e-09,1.300313079433124130e-09,1.302035368411225136e-09,1.279796157938051238e-09,1.301799001929282440e-09,1.269682026183716061e-09,1.305718311250814168e-09,1.289536255555390198e-09,1.295684226576554465e-09
1.400036975240936954e-09,1.407775895856389070e-09,1.399783844391322418e-09,1.415909389734792967e-09,1.404339200483661898e-09,1.408037131334083369e-09,1.405776162144434238e-09,1.391785131588108015e-09,1.415909389734792967e-09,1.410339511842551019e-09,1.406038174778245775e-09,1.403776428432479406e-09,1.393784754277760385e-09,1.397910565081872392e-09,1.412340022710623089e-09,1.418037465228394467e-09,1.429772300554077447e-09,1.409782290906491653e-09,1.443907549081302477e-09,1.430345619723993877e-09,1.442038044530136176e-09,1.439770636046944219e-09,1.445776720565561391e-09,1.443907549081302477e-09,1.422342466028680974e-09,1.422038597986841069e-09,1.435771390667639480e-09,1.445775610342536766e-09,1.421908923937564850e-09,1.400338400792122684e-09,1.396036841683212515e-09,1.389778736538005433e-09,1.371788127535467083e-09,1.371912139447317713e-09,1.356327716806049466e-09,1.338035349185417999e-09,1.329788279491594949e-09,1.315796804846058876e-09,1.305916375038407296e-09,1.312316033619254085e-09,1.300035301632362916e-09,1.287794870741265640e-09,1.297798535304650613e-09,1.299917840036357575e-09,1.310315522751182016e-09,1.322034925976822706e-09,1.339786614984461721e-09,1.327794985073182943e-09,1.335914379119174100e-09,1.348325784356063650e-09,1.352035705615151073e-09,1.327788545779640117e-09,1.359790058330645479e-09,1.359912960019471484e-09,1.336321719946909070e-09,1.336036281607277942e-09,1.323789189378032916e-09,1.337793431588352178e-09,1.313915864997738936e-09,1.334321320101139463e-09,1.320035858398682649e-09,1.305791141881229578e-09,1.315796804846058876e-09,1.317915554466253525e-09,1.328320897719947880e-09,1.322034925976822706e-09,1.341786348696416553e-09,1.341792899012261842e-09,1.359912960019471484e-09,1.372331470683718635e-09,1.384036552032341660e-09,1.379780290022836198e-09,1.387785664164198352e-09,1.375911939938134765e-09,1.360327517296866517e-09,1.352036704815873236e-09,1.335786259382132357e-09,1.321795894959620910e-09,1.309916064506921884e-09,1.302314589501918363e-09,1.294034102095054095e-09,1.291794338165175304e-09,1.287801199012506004e-09,1.303674612707084179e-09,1.279713890411926513e-09,1.304662378132093181e-09,1.297760565677208433e-09
